Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Month - Year date ,Profit 
1073,01-12-2023,David,West,5238.42,40,Furniture,2565.3,3007.47,Returning,0.17,Credit Card,Retail,West-David,Dec-2023,-57351
1039,22-07-2023,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,Jul-2023,-85918.98
1018,26-01-2023,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0,Cash,Online,East-Alice,Jan-2023,18388.98
1004,22-06-2023,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,Jun-2023,-49159.71
1089,27-10-2023,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,Oct-2023,-120386.35
1060,13-05-2023,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,May-2023,-52944.4
1014,22-11-2023,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,Nov-2023,-8887.05
1009,28-04-2023,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,Apr-2023,-30159.7
1090,20-11-2023,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,Nov-2023,-40477.68
1053,02-10-2023,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,Oct-2023,-63296.7
1002,31-07-2023,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,Jul-2023,-41768.61
1084,13-08-2023,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,Aug-2023,-28306.58
1092,20-01-2023,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,Jan-2023,-140020.4
1060,23-04-2023,Eve,East,273.77,23,Clothing,4110.6,4488.37,New,0.12,Credit Card,Online,East-Eve,Apr-2023,-49504.8
1071,20-05-2023,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,May-2023,28078.62
1044,16-02-2023,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,Feb-2023,-29243.12
1008,01-01-2023,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,Jan-2023,-131211.74
1047,31-03-2023,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,Mar-2023,-70234.56
1035,22-05-2023,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,May-2023,-140907.55
1078,16-11-2023,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,Nov-2023,17569.12
1081,07-02-2023,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,Feb-2023,-69101.28
1036,20-10-2023,David,North,6499.94,49,Clothing,1247.1,1429.44,New,0.16,Cash,Online,North-David,Oct-2023,-15888.9
1050,19-05-2023,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,May-2023,-30489.15
1004,22-12-2023,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,Dec-2023,-7961.63
1002,29-11-2023,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,Nov-2023,-34083.56
1006,16-09-2023,Bob,North,8995.75,49,Food,2843.76,3146.6,New,0.08,Cash,Retail,North-Bob,Sep-2023,-94159.24
1054,10-06-2023,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,Jun-2023,-52943.94
1004,27-06-2023,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,Jun-2023,39197.54
1054,10-01-2023,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,Jan-2023,-61228.4
1093,18-09-2023,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,Sep-2023,-27176.21
1063,18-05-2023,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,May-2023,-94465.91
1018,21-06-2023,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,Jun-2023,16926.08
1090,13-01-2023,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,Jan-2023,4428.34
1044,17-06-2023,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,Jun-2023,30760.3
1034,10-05-2023,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,May-2023,8534.01
1074,25-03-2023,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,Mar-2023,-54192.8
1062,17-11-2023,Charlie,North,4790.72,28,Clothing,2094.88,2168.91,Returning,0.08,Cash,Retail,North-Charlie,Nov-2023,-13409.64
1100,15-11-2023,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,Nov-2023,43171.48
1014,11-04-2023,Alice,South,9582.12,38,Food,2091.21,2527,Returning,0.01,Credit Card,Online,South-Alice,Apr-2023,-34438.98
1095,25-11-2023,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,Nov-2023,30167.51
1048,30-09-2023,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,Sep-2023,33598.44
1015,22-09-2023,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,Sep-2023,-48871.98
1072,07-02-2023,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,Feb-2023,-49680.42
1078,04-04-2023,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,Apr-2023,-44843.55
1087,05-04-2023,Eve,East,848.49,43,Furniture,481,531.02,New,0.17,Cash,Online,East-Eve,Apr-2023,24338
1062,01-11-2023,Bob,East,3720.24,36,Food,1050.64,1167.33,New,0.22,Cash,Online,East-Bob,Nov-2023,7407.96
1040,10-03-2023,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,Mar-2023,9242.66
1085,14-11-2023,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,Nov-2023,10846.24
1080,24-08-2023,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,Aug-2023,-1463.39
1082,30-11-2023,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,Nov-2023,-3793.22
1053,17-05-2023,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,May-2023,-108015.12
1024,17-03-2023,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,Mar-2023,-47756.54
1026,04-02-2023,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,Feb-2023,20916.88
1089,01-01-2023,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,Jan-2023,-97558.35
1060,23-10-2023,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,Oct-2023,-35142.3
1041,16-11-2023,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,Nov-2023,21171.6
1029,01-03-2023,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,Mar-2023,-35472.84
1015,16-11-2023,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,Nov-2023,42317.26
1045,15-12-2023,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,Dec-2023,-105410.08
1065,24-11-2023,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,Nov-2023,22950.38
1089,24-09-2023,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,Sep-2023,-62647.16
1071,27-12-2023,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,Dec-2023,-12621.8
1009,17-08-2023,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,Aug-2023,30281.24
1088,27-09-2023,Eve,North,7106.44,12,Clothing,4389.24,4856.22,Returning,0.15,Cash,Retail,North-Eve,Sep-2023,-7474.88
1001,12-11-2023,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,Nov-2023,15978.72
1008,13-10-2023,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,Oct-2023,8198.24
1088,18-10-2023,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,Oct-2023,-3053.4
1063,01-08-2023,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,Aug-2023,40953.96
1011,14-06-2023,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,Jun-2023,-124262.46
1081,05-01-2023,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,Jan-2023,17704.24
1008,05-12-2023,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,Dec-2023,43402.27
1035,19-03-2023,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,Mar-2023,22189.54
1035,03-03-2023,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,Mar-2023,-93026.56
1033,12-05-2023,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,May-2023,-1596.08
1005,30-03-2023,Alice,East,6828.24,12,Electronics,319.83,802.43,New,0.04,Credit Card,Retail,East-Alice,Mar-2023,41177.04
1041,25-08-2023,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,Aug-2023,-4577.12
1028,11-02-2023,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,Feb-2023,-15536.72
1007,30-03-2023,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,Mar-2023,29306.02
1073,23-10-2023,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,Oct-2023,-151405.5
1072,24-11-2023,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,Nov-2023,33224.25
1012,22-10-2023,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,Oct-2023,-38505.7
1034,14-04-2023,Alice,West,534.61,3,Clothing,3472.51,3732,New,0.06,Cash,Online,West-Alice,Apr-2023,34612.47
1033,14-01-2023,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,Jan-2023,12643.92
1048,15-10-2023,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,Oct-2023,-86665.58
1023,28-06-2023,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,Jun-2023,7705.86
1062,05-05-2023,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,May-2023,19254.58
1088,19-12-2023,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,Dec-2023,-46525.8
1037,23-01-2023,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,Jan-2023,-66655.4
1099,04-03-2023,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0,Credit Card,Online,East-David,Mar-2023,29677
1044,23-05-2023,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,May-2023,3596.75
1086,02-06-2023,Bob,East,2495.57,3,Electronics,1595.35,1625.71,New,0.27,Cash,Online,East-Bob,Jun-2023,40292.95
1091,25-05-2023,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,May-2023,-42272.2
1035,13-08-2023,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,Aug-2023,25192.55
1065,05-11-2023,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,Nov-2023,32715.88
1099,14-04-2023,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,Apr-2023,-88067.85
1047,14-04-2023,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,Apr-2023,-18439.76
1078,08-02-2023,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,Feb-2023,-103350.65
1003,17-07-2023,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,Jul-2023,19186.9
1001,14-05-2023,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,May-2023,-51041.25
1005,08-03-2023,Alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,Mar-2023,41953.52
1090,28-06-2023,Charlie,North,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie,Jun-2023,-108107.08
1014,11-02-2023,David,West,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David,Feb-2023,-54361.12
1027,15-01-2023,Bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,Jan-2023,41064.14
1009,21-04-2023,Eve,North,9813.66,47,Clothing,359.41,733,Returning,0.2,Bank Transfer,Retail,North-Eve,Apr-2023,28144.73
1079,06-06-2023,David,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,Jun-2023,-21827.64
1015,16-10-2023,Charlie,North,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie,Oct-2023,-22357.62
1090,19-08-2023,Bob,West,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob,Aug-2023,-27625.11
1042,06-06-2023,Bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,Jun-2023,-17218.2
1077,07-02-2023,Eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,Feb-2023,15834.48
1051,07-04-2023,Alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,Apr-2023,-31461.89
1063,16-10-2023,Charlie,North,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie,Oct-2023,40676.32
1096,11-09-2023,Eve,South,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve,Sep-2023,31182.89
1052,15-07-2023,Charlie,East,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie,Jul-2023,-98990.8
1096,27-03-2023,Alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,Mar-2023,-72550.08
1004,18-11-2023,Alice,East,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice,Nov-2023,45065.01
1094,10-01-2023,Eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,Jan-2023,-3398.75
1023,05-01-2023,Alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,Jan-2023,43780.36
1015,03-05-2023,David,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,May-2023,-35357.6
1043,26-11-2023,Bob,South,1710.73,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,South-Bob,Nov-2023,39228.7
1029,19-12-2023,Eve,North,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve,Dec-2023,-19508.1
1036,28-04-2023,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,Apr-2023,-55899.25
1013,21-10-2023,David,East,5039.07,20,Electronics,1533.36,1649.74,Returning,0.1,Bank Transfer,Online,East-David,Oct-2023,14552.8
1032,08-06-2023,Eve,West,219.82,49,Electronics,4812.41,5088,Returning,0.09,Credit Card,Online,West-Eve,Jun-2023,-190723.09
1071,30-10-2023,Alice,West,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice,Oct-2023,-14201.58
1059,16-08-2023,Alice,West,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice,Aug-2023,-20167.34
1086,31-12-2023,Alice,South,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice,Dec-2023,-67546.89
1028,04-08-2023,Alice,North,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice,Aug-2023,-82170.16
1066,03-07-2023,Charlie,North,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie,Jul-2023,6420.35
1042,15-01-2023,David,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,Jan-2023,-54988.48
1045,06-06-2023,Bob,South,3284.53,15,Electronics,316.22,799.04,New,0,Bank Transfer,Online,South-Bob,Jun-2023,40339.7
1062,16-05-2023,Charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie,May-2023,37733.28
1057,18-09-2023,Charlie,West,7315.73,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,West-Charlie,Sep-2023,-360.75
1006,06-06-2023,Bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob,Jun-2023,9348.98
1028,16-02-2023,Bob,East,4344.15,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,East-Bob,Feb-2023,-2285.16
1028,20-11-2023,Alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice,Nov-2023,41575.4
1044,28-11-2023,Charlie,West,4860.81,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,West-Charlie,Nov-2023,23034.42
1084,22-06-2023,Eve,North,6658.1,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,North-Eve,Jun-2023,-165207.53
1030,10-05-2023,Bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob,May-2023,-156899.52
1062,05-04-2023,Bob,North,2959.96,48,Food,2487.19,2521.45,New,0.29,Cash,Online,North-Bob,Apr-2023,-74364.12
1075,25-04-2023,David,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David,Apr-2023,-109807.76
1092,31-08-2023,Eve,South,9203.36,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,South-Eve,Aug-2023,-156225.06
1089,19-10-2023,Eve,West,9933.22,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,West-Eve,Oct-2023,-3554.42
1062,09-10-2023,Bob,East,544.62,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,East-Bob,Oct-2023,38881.64
1097,26-10-2023,Alice,East,7633.98,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,East-Alice,Oct-2023,-81318.33
